ID,Date,Date Unixtime,Text
13937,2023-10-11T17:29:58,1697038198,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(11/10/2023)""},"":\n\n"",{""type"":""italic"",""text"":""18:29:""},""\n"",{""type"":""bold"",""text"":""• בקעת בית שאן:""},"" בית שאן \n"",{""type"":""bold"",""text"":""• גליל תחתון:""},"" טבריה \n"",{""type"":""bold"",""text"":""• גליל עליון:""},"" צפת \n"",{""type"":""bold"",""text"":""• קו העימות:""},"" דישון, עלמה \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
13963,2023-10-11T17:36:19,1697038579,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(11/10/2023)""},"":\n\n"",{""type"":""italic"",""text"":""18:35:""},""\n"",{""type"":""bold"",""text"":""• העמקים:""},"" כפר תקווה, נופית, עדי, קריית טבעון - בית זייד, ראס עלי, שער העמקים, אילניה, אל-ח'וואלד מערב, ח'וואלד, סואעד חמירה, תחנת רכבת כפר יהושוע, אום אל-גנם, אזור תעשייה אלון התבור, אזור תעשייה מבואות הגלבוע, אזור תעשייה ציפורית, אחוזת ברק, אכסאל, אלוני אבא, בית לחם הגלילית, בית סוהר שיטה וגלבוע, בית קשת, בית שערים, בלפוריה, קבוצת גבע, גבעת אלה, גבת, גדעונה, גזית, גן נר, גניגר, דבוריה, דברת, דחי, הושעיה, היוגב, הסוללים, זרזיר, חג'אג'רה, טמרה בגלבוע, יזרעאל, יפיע, יפעת, ישובי אומן, מרכז חבר, ישובי יעל, כדורי, כעביה, כעביה טבאש, כפר ברוך, כפר גדעון, כפר החורש, כפר טבאש, כפר יהושע, כפר יחזקאל, כפר כנא, כפר מצר, כפר קיש, כפר תבור, מגדל העמק, מגן שאול, מוקיבלה, מזרע, מנשית זבדה, מרחביה מושב, מרחביה קיבוץ, משהד, נעורה, נהלל, נורית, נין, נצרת, נוף הגליל, סולם, סנדלה, עילוט, עין דור, עין חרוד, עין מאהל, עפולה, ציפורי, ריינה, רם און, רמת דוד, רמת ישי, רמת צבי, שבלי, שדה יעקב, שדמות דבורה, שמשית, שריד, תל יוסף, תל עדשים, תמרת, הרדוף, אורנים, אלון הגליל, אלונים, בסמת טבעון \n"",{""type"":""bold"",""text"":""• גליל עליון:""},"" כרכום, כרמיאל, לבון, מג'דל כרום, מחניים, נחף, נס עמים, נתיב השיירה, סאג'ור, עין אל אסד, עין המפרץ, עכו - אזור תעשייה, עכו, עמיעד, צורית גילון, צפת, ראמה, ראש פינה, שבי ציון, שומרת, שזור, שייח' דנון, אבו סנאן, אור הגנוז, איילת השחר, אמירים, אשרת, בר יוחאי, ג'וליס, גדות, עין כמונים, עמוקה, עמקה, פלך, פרוד, קדיתא, קדרים, רגבה, שדה אליעזר, שפר, תובל, מנחת מחניים, אזור תעשייה שער נעמן, אפק, גיתה, ג'דידה מכר, דיר אל-אסד, הר-חלוץ, חצור הגלילית, חרשים, טובא זנגריה, יסעור, כורזים ורד הגליל, כפר הנשיא, כפר מסריק, כחל, כיסרא סמיע, כישור, כליל, כמון, כפר יסיף, כפר שמאי, לוחמי הגטאות, לפידות, מזרעה, מירון, מכמנים, מרכז אזורי מרום גליל, משמר הירדן, ספסופה - כפר חושן, אזור תעשייה בר-לב, אזור תעשייה חצור הגלילית, אזור תעשייה כרמיאל, אזור תעשייה צ.ח.ר, אחיהוד, אליפלט, אמנון, בוסתן הגליל, ביריה, בית ג'אן, בית העמק, בענה, חולתה, טל-אל, ינוח-ג'ת, יסוד המעלה, ירכא \n"",{""type"":""bold"",""text"":""• מרכז הגליל:""},"" מורשת, מנוף, מצפה אבי''ב, מרכז אזורי משגב, עצמון - שגב, ערב אל-נעים, קורנית, רקפת, שורשים, שכניה, שעב, שפרעם, אבטליון, אזור תעשייה תרדיון, אשבל, אשחר, בועיינה-נוג'ידאת, בית סוהר צלמון, בית רימון, עינבר, עראבה, ראס אל-עין, רומאנה, רומת אל הייב, דיר חנא, טורעאן, דמיידה, חנתון, טמרה, יובלים, יודפת, יעד, כאבול, כאוכב אבו אלהיג'א, כפר מנדא, כלנית, כפר חנניה, לוטם וחמדון, מורן, מסד, מע'אר, מעלה צביה, מצפה נטופה, סכנין, סלמה, עוזייר, עילבון, אעבלין, ביר אלמכסור, הררית יחד, חוסנייה, חזון, טפחות \n"",{""type"":""bold"",""text"":""• קו העימות:""},"" מטולה, מנרה, מעונה, מעיין ברוך, מעיליא, מעלות תרשיחא, מרגליות, משגב עם, נהריה, סער, עברון, קריית שמונה, תל חי, אביבים, אבירים, אבן מנחם, אדמית, אזור תעשייה אכזיב מילואות, אזור תעשייה רמת דלתון, אילון, אלקוש, בית ספר שדה מירון, בצת, ברעם, ג'ש - גוש חלב, גונן, גורן, גורנות הגליל, עלמה, עמיר, ערב אל עראמשה, פסוטה, פקיעין, צבעון, צוריאל, קיבוץ דן, ראש הנקרה, ריחאנייה, רמות נפתלי, שאר ישוב, שדה נחמיה, שומרה, שלומי, שמיר, שניר, שתולה, געתון, דוב''ב, דישון, דלתון, דפנה, הגושרים, גשר הזיו, הילה, חוסן, כפר גלעדי, כפר ורדים, כפר יובל, כפר בלום, כפר סאלד, כרם בן זמרה, להבות הבשן, לימן, מלכיה, מנות, מצובה, מרכז אזורי מבואות חרמון, מתת, נאות מרדכי, נווה זיו, נטועה, סאסא, ע'ג'ר, עבדון, עין יעקב, בית הלל, בן עמי, זרעית, חורפיש, חניתה, יחיעם, יערה, יפתח, יראון, כברי \n"",{""type"":""bold"",""text"":""• גליל תחתון:""},"" מצפה, אזור תעשייה צמח, אזור תעשייה קדמת גליל, אלומות, אפיקים, ארבל, אתר ההנצחה גולני, בית זרע, בית ירח, גבעת אבני, פוריה כפר עבודה, פוריה נווה עובד, פוריה עילית, רביד, שדה אילן, שרונה, המכללה האקדמית כנרת, גינוסר, דגניה א, דגניה ב, טבריה, כפר נהר הירדן, כינרת מושבה, כינרת קבוצה, כפר זיתים, כפר חיטים, כפר כמא, לביא, לבנים, מגדל, הודיות, הזורעים, ואדי אל חמאם, חוקוק, יבנאל \n"",{""type"":""bold"",""text"":""• המפרץ:""},"" רכסים, בית עלמין תל רגב, אושה, חיפה - כרמל ועיר תחתית, חיפה - מערב, חיפה - נווה שאנן ורמות כרמל, חיפה - קריית חיים ושמואל, חיפה - מפרץ, כפר ביאליק, כפר המכבי, קריית אתא, קריית ביאליק, קריית ים, החותרים, טירת כרמל, יגור, כפר גלים, כפר חסידים, קריית מוצקין, רמת יוחנן, נשר, איבטין""]"
14018,2023-10-11T22:43:10,1697056990,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(11/10/2023)""},"":\n\n"",{""type"":""italic"",""text"":""23:43:""},""\n"",{""type"":""bold"",""text"":""• עוטף עזה:""},"" נחל עוז \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
14233,2023-10-13T11:48:40,1697190520,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(13/10/2023)""},"":\n\n"",{""type"":""italic"",""text"":""12:48:""},""\n"",{""type"":""bold"",""text"":""• עוטף עזה:""},"" נחל עוז \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
14253,2023-10-13T12:09:57,1697191797,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(13/10/2023)""},"":\n\n"",{""type"":""italic"",""text"":""13:09:""},""\n"",{""type"":""bold"",""text"":""• עוטף עזה:""},"" נחל עוז \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
14299,2023-10-13T15:05:19,1697202319,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(13/10/2023)""},"":\n\n"",{""type"":""italic"",""text"":""16:05:""},""\n"",{""type"":""bold"",""text"":""• עוטף עזה:""},"" בני נצרים \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
14377,2023-10-14T00:11:01,1697235061,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(14/10/2023)""},"":\n\n"",{""type"":""italic"",""text"":""01:10:""},""\n"",{""type"":""bold"",""text"":""• מרכז הגליל:""},"" אעבלין \n\n"",{""type"":""italic"",""text"":""01:11:""},""\n"",{""type"":""bold"",""text"":""• מרכז הגליל:""},"" שפרעם \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
14426,2023-10-14T11:51:25,1697277085,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(14/10/2023)""},"":\n\n"",{""type"":""italic"",""text"":""12:51:""},""\n"",{""type"":""bold"",""text"":""• קו העימות:""},"" גורנות הגליל \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
15427,2023-10-23T13:40:23,1698061223,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(23/10/2023)""},"":\n\n"",{""type"":""italic"",""text"":""14:40:""},""\n"",{""type"":""bold"",""text"":""• עוטף עזה:""},"" ניר עוז \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
15429,2023-10-23T13:47:10,1698061630,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(23/10/2023)""},"":\n\n"",{""type"":""italic"",""text"":""14:47:""},""\n"",{""type"":""bold"",""text"":""• עוטף עזה:""},"" עין הבשור \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
16714,2023-11-08T19:23:15,1699464195,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(08/11/2023)""},"":\n\n"",{""type"":""italic"",""text"":""19:23:""},""\n"",{""type"":""bold"",""text"":""• קו העימות:""},"" אביבים, ברעם, יראון \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
16800,2023-11-10T15:10:54,1699621854,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(10/11/2023)""},"":\n\n"",{""type"":""italic"",""text"":""15:10:""},""\n"",{""type"":""bold"",""text"":""• קו העימות:""},"" דישון, יפתח, מרכז אזורי מבואות חרמון, מלכיה, רמות נפתלי, גונן, כפר בלום, כפר סאלד, להבות הבשן, נאות מרדכי, עמיר, שדה נחמיה, שמיר \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
16813,2023-11-11T09:35:19,1699688119,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(11/11/2023)""},"":\n\n"",{""type"":""italic"",""text"":""09:35:""},""\n"",{""type"":""bold"",""text"":""• קו העימות:""},"" בית הלל, כפר גלעדי, כפר יובל, מטולה, מנרה, מעיין ברוך, משגב עם, קריית שמונה, תל חי, מרגליות \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
16841,2023-11-11T15:11:04,1699708264,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(11/11/2023)""},"":\n\n"",{""type"":""italic"",""text"":""15:11:""},""\n"",{""type"":""bold"",""text"":""• קו העימות:""},"" כברי \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
16845,2023-11-11T19:07:57,1699722477,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(11/11/2023)""},"":\n\n"",{""type"":""italic"",""text"":""19:07:""},""\n"",{""type"":""bold"",""text"":""• עוטף עזה:""},"" גבים, מכללת ספיר, מטווח ניר עם, שדרות, איבים, ניר עם \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
16856,2023-11-11T23:21:34,1699737694,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(11/11/2023)""},"":\n\n"",{""type"":""italic"",""text"":""23:21:""},""\n"",{""type"":""bold"",""text"":""• עוטף עזה:""},"" גבים, מכללת ספיר, שדרות, איבים, ניר עם \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
16858,2023-11-11T23:23:57,1699737837,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(11/11/2023)""},"":\n\n"",{""type"":""italic"",""text"":""23:23:""},""\n"",{""type"":""bold"",""text"":""• עוטף עזה:""},"" אור הנר, ארז \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
16916,2023-11-13T12:48:39,1699872519,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(13/11/2023)""},"":\n\n"",{""type"":""italic"",""text"":""12:48:""},""\n"",{""type"":""bold"",""text"":""• קו העימות:""},"" אביבים, אזור תעשייה רמת דלתון, ברעם, ג'ש - גוש חלב, דלתון, יראון, כרם בן זמרה, עלמה, ריחאנייה \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
16956,2023-11-13T22:34:13,1699907653,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(13/11/2023)""},"":\n\n"",{""type"":""italic"",""text"":""22:34:""},""\n"",{""type"":""bold"",""text"":""• קו העימות:""},"" אביבים, ברעם, דוב''ב, יראון, מתת, סאסא \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
17035,2023-11-15T17:48:40,1700063320,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(15/11/2023)""},"":\n\n"",{""type"":""italic"",""text"":""17:48:""},""\n"",{""type"":""bold"",""text"":""• קו העימות:""},"" דפנה, הגושרים, ע'ג'ר, קיבוץ דן, שאר ישוב, שניר \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
17155,2023-11-19T10:28:07,1700382487,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(19/11/2023)""},"":\n\n"",{""type"":""italic"",""text"":""10:28:""},""\n"",{""type"":""bold"",""text"":""• קו העימות:""},"" אביבים, ברעם, יראון \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
17161,2023-11-19T10:32:29,1700382749,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(19/11/2023)""},"":\n\n"",{""type"":""italic"",""text"":""10:32:""},""\n"",{""type"":""bold"",""text"":""• קו העימות:""},"" אזור תעשייה רמת דלתון, ג'ש - גוש חלב, דוב''ב, דלתון, כרם בן זמרה, מתת, סאסא, עלמה, ריחאנייה, בית ספר שדה מירון, חורפיש, פקיעין, צבעון, צוריאל \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
17252,2023-11-20T14:47:38,1700484458,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(20/11/2023)""},"":\n\n"",{""type"":""italic"",""text"":""14:47:""},""\n"",{""type"":""bold"",""text"":""• קו העימות:""},"" אביבים, ברעם, יראון \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
17259,2023-11-20T17:21:27,1700493687,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(20/11/2023)""},"":\n\n"",{""type"":""italic"",""text"":""17:21:""},""\n"",{""type"":""bold"",""text"":""• קו העימות:""},"" בית הלל, כפר גלעדי, כפר יובל, מטולה, מנרה, מעיין ברוך, מרגליות, קריית שמונה, תל חי, משגב עם \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
17276,2023-11-21T07:21:36,1700544096,"[{""type"":""bold"",""text"":""✈️ חדירת כלי טיס עוין""},"" "",{""type"":""italic"",""text"":""(21/11/2023)""},"":\n\n"",{""type"":""italic"",""text"":""07:21:""},""\n"",{""type"":""bold"",""text"":""• קו העימות:""},"" קיבוץ דן, דפנה, הגושרים, ע'ג'ר, שאר ישוב, שניר \n\n"",{""type"":""text_link"",""text"":""צופר - צבע אדום"",""href"":""https://t.me/tzevaadomm""},""""]"
